ID,Data,Categoria,Descrição,Valor,Forma de Pagamento,Renda Mensal,Localização
1017,2024-06-24,Saúde,Despesa 1017 em saúde,290.43,Cartão de Crédito,3500.0,Salvador
1018,2023-10-31,Alimentação,Despesa 1018 em alimentação,517.24,Dinheiro,3500.0,São Paulo
1019,2024-03-24,Saúde,Despesa 1019 em saúde,1208.65,Dinheiro,3500.0,Rio de Janeiro
1020,2024-06-20,Alimentação,Despesa 1020 em alimentação,1266.16,Cartão de Crédito,3500.0,Salvador
1021,2024-08-13,Transporte,Despesa 1021 em transporte,191.89,Cartão de Crédito,3500.0,Salvador
1022,2024-03-04,Moradia,Despesa 1022 em moradia,766.06,Transferência,3500.0,Salvador
1023,2023-12-30,Moradia,Despesa 1023 em moradia,949.89,Transferência,3500.0,Salvador
1024,2023-11-19,Moradia,Despesa 1024 em moradia,826.7,Dinheiro,3500.0,Curitiba
1025,2024-08-08,Moradia,Despesa 1025 em moradia,766.34,Dinheiro,3500.0,Curitiba
1026,2024-09-22,Alimentação,Despesa 1026 em alimentação,141.75,Transferência,3500.0,Salvador
1027,2024-06-15,Entretenimento,Despesa 1027 em entretenimento,778.71,Cartão de Crédito,3500.0,Salvador
1028,2024-01-06,Entretenimento,Despesa 1028 em entretenimento,875.07,Dinheiro,3500.0,São Paulo
1029,2023-12-06,Entretenimento,Despesa 1029 em entretenimento,473.09,Dinheiro,3500.0,Belo Horizonte
1030,2024-02-13,Entretenimento,Despesa 1030 em entretenimento,1002.36,Cartão de Crédito,3500.0,Curitiba
1031,2024-08-30,Moradia,Despesa 1031 em moradia,266.11,Transferência,3500.0,Belo Horizonte
1032,2024-03-06,Transporte,Despesa 1032 em transporte,624.89,Dinheiro,3500.0,Curitiba
1033,2024-08-31,Moradia,Despesa 1033 em moradia,10.09,Cartão de Crédito,3500.0,Curitiba
1034,2024-03-24,Moradia,Despesa 1034 em moradia,99.54,Cartão de Crédito,3500.0,Belo Horizonte
1035,2024-08-20,Moradia,Despesa 1035 em moradia,1174.39,Cartão de Crédito,3500.0,Salvador
1036,2023-12-08,Saúde,Despesa 1036 em saúde,244.06,Dinheiro,3500.0,Salvador
1037,2024-07-29,Alimentação,Despesa 1037 em alimentação,528.48,Dinheiro,3500.0,Belo Horizonte
1038,2024-06-25,Saúde,Despesa 1038 em saúde,988.05,Cartão de Crédito,3500.0,Belo Horizonte
1039,2024-03-14,Saúde,Despesa 1039 em saúde,1005.31,Transferência,3500.0,Rio de Janeiro
1040,2023-10-25,Saúde,Despesa 1040 em saúde,448.06,Dinheiro,3500.0,Salvador
1041,2024-02-14,Saúde,Despesa 1041 em saúde,739.61,Transferência,3500.0,Salvador
1042,2024-10-06,Saúde,Despesa 1042 em saúde,362.33,Transferência,3500.0,São Paulo
1043,2024-03-30,Entretenimento,Despesa 1043 em entretenimento,628.42,Dinheiro,3500.0,São Paulo
1044,2024-08-23,Entretenimento,Despesa 1044 em entretenimento,662.41,Cartão de Crédito,3500.0,Belo Horizonte
1045,2024-07-06,Alimentação,Despesa 1045 em alimentação,1200.33,Dinheiro,3500.0,Curitiba
1046,2024-03-10,Saúde,Despesa 1046 em saúde,1351.79,Cartão de Crédito,3500.0,São Paulo
1047,2024-01-13,Saúde,Despesa 1047 em saúde,1311.58,Dinheiro,3500.0,São Paulo
1048,2024-08-05,Entretenimento,Despesa 1048 em entretenimento,1495.73,Cartão de Crédito,3500.0,São Paulo
1049,2024-07-24,Alimentação,Despesa 1049 em alimentação,462.16,Cartão de Crédito,3500.0,Belo Horizonte
1050,2023-12-09,Alimentação,Despesa 1050 em alimentação,1181.33,Dinheiro,3500.0,Rio de Janeiro
1051,2024-05-24,Saúde,Despesa 1051 em saúde,482.11,Transferência,3500.0,Rio de Janeiro
1052,2023-12-05,Moradia,Despesa 1052 em moradia,426.13,Dinheiro,3500.0,Salvador
1053,2023-11-01,Alimentação,Despesa 1053 em alimentação,879.52,Dinheiro,3500.0,Belo Horizonte
1054,2024-09-08,Saúde,Despesa 1054 em saúde,1166.6,Cartão de Crédito,3500.0,Curitiba
1055,2024-03-10,Moradia,Despesa 1055 em moradia,1215.79,Transferência,3500.0,Rio de Janeiro
1056,2024-07-30,Moradia,Despesa 1056 em moradia,1495.21,Transferência,3500.0,Curitiba
1057,2023-12-23,Saúde,Despesa 1057 em saúde,1321.59,Dinheiro,3500.0,Belo Horizonte
1058,2024-01-09,Saúde,Despesa 1058 em saúde,318.62,Dinheiro,3500.0,Curitiba
1059,2023-10-26,Transporte,Despesa 1059 em transporte,569.46,Dinheiro,3500.0,Rio de Janeiro
1060,2023-12-18,Entretenimento,Despesa 1060 em entretenimento,605.29,Cartão de Crédito,3500.0,Belo Horizonte
1061,2024-06-09,Entretenimento,Despesa 1061 em entretenimento,254.32,Cartão de Crédito,3500.0,Rio de Janeiro
1062,2024-01-28,Entretenimento,Despesa 1062 em entretenimento,610.36,Transferência,3500.0,Curitiba
1063,2024-04-24,Saúde,Despesa 1063 em saúde,1154.05,Transferência,3500.0,Curitiba
1064,2024-03-10,Entretenimento,Despesa 1064 em entretenimento,995.5,Transferência,3500.0,Rio de Janeiro
1065,2024-09-07,Moradia,Despesa 1065 em moradia,1406.96,Dinheiro,3500.0,Salvador
1066,2023-11-29,Saúde,Despesa 1066 em saúde,442.17,Cartão de Crédito,3500.0,Rio de Janeiro
1067,2024-03-17,Alimentação,Despesa 1067 em alimentação,1097.51,Cartão de Crédito,3500.0,Belo Horizonte
1068,2024-06-08,Transporte,Despesa 1068 em transporte,1047.52,Transferência,3500.0,São Paulo
1069,2024-08-26,Alimentação,Despesa 1069 em alimentação,556.75,Cartão de Crédito,3500.0,São Paulo
1070,2024-01-08,Saúde,Despesa 1070 em saúde,1231.97,Transferência,3500.0,Curitiba
1071,2024-01-19,Transporte,Despesa 1071 em transporte,66.8,Dinheiro,3500.0,Belo Horizonte
1072,2024-05-23,Moradia,Despesa 1072 em moradia,545.05,Dinheiro,3500.0,Salvador
1073,2024-09-25,Saúde,Despesa 1073 em saúde,1025.93,Dinheiro,3500.0,São Paulo
1074,2024-02-04,Entretenimento,Despesa 1074 em entretenimento,1260.37,Cartão de Crédito,3500.0,Belo Horizonte
1075,2024-05-14,Entretenimento,Despesa 1075 em entretenimento,746.63,Dinheiro,3500.0,Belo Horizonte
1076,2023-11-18,Transporte,Despesa 1076 em transporte,1034.79,Dinheiro,3500.0,São Paulo
1077,2024-02-19,Entretenimento,Despesa 1077 em entretenimento,990.26,Cartão de Crédito,3500.0,São Paulo
1078,2023-12-28,Saúde,Despesa 1078 em saúde,267.86,Dinheiro,3500.0,São Paulo
1079,2024-08-02,Entretenimento,Despesa 1079 em entretenimento,1121.47,Dinheiro,3500.0,Rio de Janeiro
1080,2024-08-31,Saúde,Despesa 1080 em saúde,1249.75,Transferência,3500.0,Curitiba
1081,2024-02-19,Transporte,Despesa 1081 em transporte,1094.41,Transferência,3500.0,São Paulo
1082,2024-08-19,Moradia,Despesa 1082 em moradia,1492.02,Transferência,3500.0,Salvador
1083,2024-02-22,Alimentação,Despesa 1083 em alimentação,1087.52,Cartão de Crédito,3500.0,Curitiba
1084,2024-04-26,Entretenimento,Despesa 1084 em entretenimento,533.32,Dinheiro,3500.0,São Paulo
1085,2024-05-07,Alimentação,Despesa 1085 em alimentação,1361.68,Transferência,3500.0,Curitiba
1086,2024-08-18,Entretenimento,Despesa 1086 em entretenimento,371.5,Cartão de Crédito,3500.0,Curitiba
1087,2023-12-17,Saúde,Despesa 1087 em saúde,18.48,Cartão de Crédito,3500.0,São Paulo
1088,2024-04-30,Saúde,Despesa 1088 em saúde,1258.69,Cartão de Crédito,3500.0,Curitiba
1089,2024-01-09,Alimentação,Despesa 1089 em alimentação,910.45,Transferência,3500.0,Salvador
1090,2024-06-17,Alimentação,Despesa 1090 em alimentação,274.06,Cartão de Crédito,3500.0,São Paulo
1091,2024-04-14,Entretenimento,Despesa 1091 em entretenimento,1361.93,Cartão de Crédito,3500.0,Salvador
1092,2024-02-10,Alimentação,Despesa 1092 em alimentação,584.38,Transferência,3500.0,Rio de Janeiro
1093,2024-07-15,Moradia,Despesa 1093 em moradia,142.16,Transferência,3500.0,Curitiba
1094,2024-10-04,Alimentação,Despesa 1094 em alimentação,872.13,Dinheiro,3500.0,Rio de Janeiro
1095,2024-09-24,Moradia,Despesa 1095 em moradia,263.76,Dinheiro,3500.0,Rio de Janeiro
1096,2024-04-11,Transporte,Despesa 1096 em transporte,412.47,Cartão de Crédito,3500.0,Salvador
1097,2024-08-15,Entretenimento,Despesa 1097 em entretenimento,539.88,Cartão de Crédito,3500.0,Rio de Janeiro
1098,2024-07-10,Entretenimento,Despesa 1098 em entretenimento,269.43,Cartão de Crédito,3500.0,Salvador
1099,2023-11-13,Entretenimento,Despesa 1099 em entretenimento,786.54,Dinheiro,3500.0,São Paulo
1100,2024-07-08,Entretenimento,Despesa 1100 em entretenimento,638.02,Dinheiro,3500.0,Salvador
1101,2024-07-28,Moradia,Despesa 1101 em moradia,1028.45,Transferência,3500.0,Belo Horizonte
1102,2024-08-07,Transporte,Despesa 1102 em transporte,940.42,Cartão de Crédito,3500.0,Curitiba
1103,2024-04-15,Moradia,Despesa 1103 em moradia,637.95,Transferência,3500.0,Rio de Janeiro
1104,2023-11-12,Transporte,Despesa 1104 em transporte,167.16,Dinheiro,3500.0,Salvador
1105,2024-05-07,Entretenimento,Despesa 1105 em entretenimento,1250.95,Cartão de Crédito,3500.0,Curitiba
1106,2024-03-25,Moradia,Despesa 1106 em moradia,528.49,Dinheiro,3500.0,Curitiba
1107,2024-08-02,Transporte,Despesa 1107 em transporte,236.64,Transferência,3500.0,São Paulo
1108,2023-12-03,Entretenimento,Despesa 1108 em entretenimento,660.11,Transferência,3500.0,Curitiba
1109,2024-02-04,Moradia,Despesa 1109 em moradia,991.25,Dinheiro,3500.0,São Paulo
1110,2024-04-05,Moradia,Despesa 1110 em moradia,903.61,Cartão de Crédito,3500.0,São Paulo
1111,2024-04-04,Transporte,Despesa 1111 em transporte,1322.26,Dinheiro,3500.0,Belo Horizonte
1112,2024-06-01,Entretenimento,Despesa 1112 em entretenimento,1270.59,Transferência,3500.0,Belo Horizonte
1113,2023-10-30,Saúde,Despesa 1113 em saúde,737.88,Transferência,3500.0,Rio de Janeiro
1114,2024-05-04,Moradia,Despesa 1114 em moradia,885.71,Transferência,3500.0,Rio de Janeiro
1115,2024-02-12,Moradia,Despesa 1115 em moradia,951.07,Transferência,3500.0,Rio de Janeiro
1116,2024-04-06,Entretenimento,Despesa 1116 em entretenimento,30.69,Transferência,3500.0,São Paulo
1117,2024-03-10,Moradia,Despesa 1117 em moradia,287.39,Dinheiro,3500.0,Curitiba
1118,2024-08-19,Transporte,Despesa 1118 em transporte,1134.04,Cartão de Crédito,3500.0,Curitiba
1119,2023-10-28,Transporte,Despesa 1119 em transporte,535.49,Cartão de Crédito,3500.0,Rio de Janeiro
1120,2024-03-28,Moradia,Despesa 1120 em moradia,1381.65,Dinheiro,3500.0,São Paulo
1121,2023-12-24,Saúde,Despesa 1121 em saúde,734.98,Transferência,3500.0,Rio de Janeiro
1122,2024-07-29,Alimentação,Despesa 1122 em alimentação,256.68,Cartão de Crédito,3500.0,Salvador
1123,2024-04-07,Alimentação,Despesa 1123 em alimentação,519.6,Transferência,3500.0,São Paulo
1124,2024-01-03,Moradia,Despesa 1124 em moradia,963.2,Cartão de Crédito,3500.0,Belo Horizonte
1125,2024-08-26,Entretenimento,Despesa 1125 em entretenimento,1140.23,Dinheiro,3500.0,Belo Horizonte
1126,2023-12-24,Saúde,Despesa 1126 em saúde,1141.88,Cartão de Crédito,3500.0,São Paulo
1127,2024-04-12,Entretenimento,Despesa 1127 em entretenimento,788.43,Dinheiro,3500.0,Curitiba
1128,2024-09-05,Saúde,Despesa 1128 em saúde,762.24,Transferência,3500.0,Curitiba
1129,2024-06-10,Entretenimento,Despesa 1129 em entretenimento,1171.07,Cartão de Crédito,3500.0,São Paulo
1130,2024-08-12,Alimentação,Despesa 1130 em alimentação,1428.19,Cartão de Crédito,3500.0,Curitiba
1131,2023-10-31,Alimentação,Despesa 1131 em alimentação,798.66,Dinheiro,3500.0,Salvador
1132,2023-11-13,Moradia,Despesa 1132 em moradia,796.11,Dinheiro,3500.0,São Paulo
1133,2024-02-08,Saúde,Despesa 1133 em saúde,868.57,Transferência,3500.0,Rio de Janeiro
1134,2024-09-26,Alimentação,Despesa 1134 em alimentação,970.44,Cartão de Crédito,3500.0,Rio de Janeiro
1135,2024-08-19,Saúde,Despesa 1135 em saúde,1244.16,Transferência,3500.0,Belo Horizonte
1136,2023-12-14,Transporte,Despesa 1136 em transporte,399.72,Cartão de Crédito,3500.0,Curitiba
1137,2024-02-15,Alimentação,Despesa 1137 em alimentação,1378.07,Cartão de Crédito,3500.0,Salvador
1138,2024-04-07,Saúde,Despesa 1138 em saúde,1053.33,Cartão de Crédito,3500.0,Belo Horizonte
1139,2023-11-30,Transporte,Despesa 1139 em transporte,717.98,Dinheiro,3500.0,Curitiba
1140,2024-07-07,Moradia,Despesa 1140 em moradia,1412.59,Cartão de Crédito,3500.0,Belo Horizonte
1141,2024-09-09,Entretenimento,Despesa 1141 em entretenimento,301.81,Cartão de Crédito,3500.0,Belo Horizonte
1142,2024-05-17,Saúde,Despesa 1142 em saúde,587.67,Dinheiro,3500.0,Salvador
1143,2024-01-08,Alimentação,Despesa 1143 em alimentação,493.78,Transferência,3500.0,Belo Horizonte
1144,2024-03-06,Entretenimento,Despesa 1144 em entretenimento,974.7,Dinheiro,3500.0,Rio de Janeiro
1145,2024-05-20,Entretenimento,Despesa 1145 em entretenimento,1425.92,Transferência,3500.0,Belo Horizonte
1146,2023-11-30,Alimentação,Despesa 1146 em alimentação,561.93,Dinheiro,3500.0,Rio de Janeiro
1147,2024-06-23,Entretenimento,Despesa 1147 em entretenimento,186.67,Cartão de Crédito,3500.0,Salvador
1148,2023-12-04,Transporte,Despesa 1148 em transporte,694.77,Cartão de Crédito,3500.0,Salvador
1149,2024-09-24,Moradia,Despesa 1149 em moradia,344.22,Transferência,3500.0,Salvador
1150,2024-03-16,Alimentação,Despesa 1150 em alimentação,1298.1,Transferência,3500.0,Rio de Janeiro
1151,2024-10-10,Saúde,Despesa 1151 em saúde,1127.4,Cartão de Crédito,3500.0,Salvador
1152,2024-10-08,Moradia,Despesa 1152 em moradia,1182.25,Cartão de Crédito,3500.0,Rio de Janeiro
1153,2023-11-22,Moradia,Despesa 1153 em moradia,695.33,Transferência,3500.0,Rio de Janeiro
1154,2024-03-23,Moradia,Despesa 1154 em moradia,756.54,Cartão de Crédito,3500.0,Belo Horizonte
1155,2024-05-26,Transporte,Despesa 1155 em transporte,103.08,Cartão de Crédito,3500.0,Rio de Janeiro
1156,2024-02-15,Alimentação,Despesa 1156 em alimentação,84.06,Dinheiro,3500.0,Salvador
1157,2024-03-13,Transporte,Despesa 1157 em transporte,698.48,Transferência,3500.0,Salvador
1158,2024-06-07,Moradia,Despesa 1158 em moradia,427.84,Dinheiro,3500.0,Curitiba
1159,2024-09-27,Moradia,Despesa 1159 em moradia,846.05,Transferência,3500.0,Salvador
1160,2024-09-06,Moradia,Despesa 1160 em moradia,805.38,Dinheiro,3500.0,Salvador
1161,2024-08-02,Moradia,Despesa 1161 em moradia,254.46,Cartão de Crédito,3500.0,Curitiba
1162,2024-07-28,Alimentação,Despesa 1162 em alimentação,362.75,Dinheiro,3500.0,Salvador
1163,2024-09-26,Entretenimento,Despesa 1163 em entretenimento,777.03,Cartão de Crédito,3500.0,Rio de Janeiro
1164,2024-07-16,Moradia,Despesa 1164 em moradia,338.14,Dinheiro,3500.0,Belo Horizonte
1165,2024-04-16,Entretenimento,Despesa 1165 em entretenimento,437.79,Dinheiro,3500.0,Belo Horizonte
1166,2024-07-13,Entretenimento,Despesa 1166 em entretenimento,110.3,Cartão de Crédito,3500.0,Rio de Janeiro
1167,2024-09-03,Entretenimento,Despesa 1167 em entretenimento,295.69,Dinheiro,3500.0,Belo Horizonte
1168,2024-05-22,Transporte,Despesa 1168 em transporte,566.47,Transferência,3500.0,São Paulo
1169,2024-03-16,Saúde,Despesa 1169 em saúde,1009.68,Cartão de Crédito,3500.0,Rio de Janeiro
1170,2024-07-29,Saúde,Despesa 1170 em saúde,1048.2,Transferência,3500.0,São Paulo
1171,2024-01-17,Alimentação,Despesa 1171 em alimentação,474.63,Cartão de Crédito,3500.0,Belo Horizonte
1172,2024-09-28,Entretenimento,Despesa 1172 em entretenimento,1182.34,Dinheiro,3500.0,Curitiba
1173,2024-10-16,Entretenimento,Despesa 1173 em entretenimento,1265.65,Dinheiro,3500.0,Belo Horizonte
1174,2024-07-18,Transporte,Despesa 1174 em transporte,915.99,Dinheiro,3500.0,Salvador
1175,2023-10-26,Alimentação,Despesa 1175 em alimentação,178.98,Cartão de Crédito,3500.0,São Paulo
1176,2024-08-29,Saúde,Despesa 1176 em saúde,1428.9,Dinheiro,3500.0,Curitiba
1177,2024-04-15,Transporte,Despesa 1177 em transporte,817.33,Cartão de Crédito,3500.0,Curitiba
1178,2024-02-14,Moradia,Despesa 1178 em moradia,64.77,Dinheiro,3500.0,São Paulo
1179,2024-09-13,Saúde,Despesa 1179 em saúde,137.63,Dinheiro,3500.0,Rio de Janeiro
1180,2023-10-26,Alimentação,Despesa 1180 em alimentação,31.4,Cartão de Crédito,3500.0,Belo Horizonte
1181,2024-05-15,Alimentação,Despesa 1181 em alimentação,1090.63,Cartão de Crédito,3500.0,São Paulo
1182,2024-01-30,Alimentação,Despesa 1182 em alimentação,1233.12,Transferência,3500.0,Salvador
1183,2024-03-09,Moradia,Despesa 1183 em moradia,305.87,Cartão de Crédito,3500.0,Curitiba
1184,2024-02-25,Saúde,Despesa 1184 em saúde,1231.74,Cartão de Crédito,3500.0,Belo Horizonte
1185,2024-08-07,Alimentação,Despesa 1185 em alimentação,701.37,Dinheiro,3500.0,Rio de Janeiro
1186,2024-04-24,Saúde,Despesa 1186 em saúde,826.22,Transferência,3500.0,São Paulo
1187,2023-12-01,Saúde,Despesa 1187 em saúde,265.99,Transferência,3500.0,Curitiba
1188,2024-01-01,Moradia,Despesa 1188 em moradia,1099.67,Transferência,3500.0,São Paulo
1189,2024-01-07,Entretenimento,Despesa 1189 em entretenimento,201.25,Transferência,3500.0,Curitiba
1190,2024-08-07,Alimentação,Despesa 1190 em alimentação,434.2,Transferência,3500.0,Curitiba
1191,2024-06-21,Entretenimento,Despesa 1191 em entretenimento,103.24,Dinheiro,3500.0,Curitiba
1192,2024-08-11,Saúde,Despesa 1192 em saúde,85.78,Cartão de Crédito,3500.0,Curitiba
1193,2024-03-25,Entretenimento,Despesa 1193 em entretenimento,1259.85,Cartão de Crédito,3500.0,Curitiba
1194,2024-01-22,Transporte,Despesa 1194 em transporte,1291.95,Transferência,3500.0,São Paulo
1195,2024-06-09,Moradia,Despesa 1195 em moradia,604.46,Dinheiro,3500.0,Curitiba
1196,2024-01-03,Entretenimento,Despesa 1196 em entretenimento,568.96,Dinheiro,3500.0,Rio de Janeiro
1197,2024-04-12,Alimentação,Despesa 1197 em alimentação,478.0,Transferência,3500.0,Curitiba
1198,2024-09-07,Entretenimento,Despesa 1198 em entretenimento,846.16,Dinheiro,3500.0,Rio de Janeiro
1199,2024-10-14,Saúde,Despesa 1199 em saúde,758.46,Cartão de Crédito,3500.0,Salvador
1200,2023-11-25,Alimentação,Despesa 1200 em alimentação,581.27,Dinheiro,3500.0,Belo Horizonte
1201,2024-04-05,Alimentação,Despesa 1201 em alimentação,1469.39,Cartão de Crédito,3500.0,Rio de Janeiro
1202,2024-08-04,Entretenimento,Despesa 1202 em entretenimento,1118.76,Cartão de Crédito,3500.0,Curitiba
1203,2024-05-21,Moradia,Despesa 1203 em moradia,157.45,Dinheiro,3500.0,Salvador
1204,2024-03-18,Entretenimento,Despesa 1204 em entretenimento,786.05,Cartão de Crédito,3500.0,Salvador
1205,2024-10-15,Saúde,Despesa 1205 em saúde,1359.89,Transferência,3500.0,São Paulo
1206,2023-12-05,Transporte,Despesa 1206 em transporte,54.23,Cartão de Crédito,3500.0,Belo Horizonte
1207,2023-12-16,Moradia,Despesa 1207 em moradia,838.9,Dinheiro,3500.0,Salvador
1208,2024-05-10,Entretenimento,Despesa 1208 em entretenimento,940.41,Dinheiro,3500.0,Salvador
1209,2024-03-05,Moradia,Despesa 1209 em moradia,1334.75,Dinheiro,3500.0,Salvador
1210,2024-02-11,Transporte,Despesa 1210 em transporte,577.66,Transferência,3500.0,São Paulo
1211,2024-03-22,Transporte,Despesa 1211 em transporte,827.22,Transferência,3500.0,Salvador
1212,2024-08-03,Moradia,Despesa 1212 em moradia,801.45,Transferência,3500.0,São Paulo
1213,2024-02-19,Alimentação,Despesa 1213 em alimentação,809.46,Cartão de Crédito,3500.0,Salvador
1214,2024-04-12,Transporte,Despesa 1214 em transporte,834.49,Dinheiro,3500.0,Curitiba
1215,2024-07-15,Alimentação,Despesa 1215 em alimentação,1051.78,Transferência,3500.0,Salvador
1216,2024-03-08,Entretenimento,Despesa 1216 em entretenimento,976.11,Transferência,3500.0,São Paulo
1217,2024-05-02,Moradia,Despesa 1217 em moradia,527.69,Dinheiro,3500.0,Belo Horizonte
1218,2024-05-22,Moradia,Despesa 1218 em moradia,391.96,Dinheiro,3500.0,Rio de Janeiro
1219,2024-03-02,Saúde,Despesa 1219 em saúde,324.04,Transferência,3500.0,Salvador
1220,2024-04-24,Saúde,Despesa 1220 em saúde,926.28,Transferência,3500.0,São Paulo
1221,2023-12-07,Moradia,Despesa 1221 em moradia,1070.94,Dinheiro,3500.0,Salvador
1222,2024-05-18,Alimentação,Despesa 1222 em alimentação,1338.45,Dinheiro,3500.0,Salvador
1223,2024-08-24,Alimentação,Despesa 1223 em alimentação,149.04,Cartão de Crédito,3500.0,São Paulo
1224,2023-12-13,Alimentação,Despesa 1224 em alimentação,812.87,Cartão de Crédito,3500.0,São Paulo
1225,2023-11-07,Saúde,Despesa 1225 em saúde,428.37,Dinheiro,3500.0,Rio de Janeiro
1226,2024-07-02,Saúde,Despesa 1226 em saúde,1327.7,Dinheiro,3500.0,Rio de Janeiro
1227,2024-08-12,Entretenimento,Despesa 1227 em entretenimento,726.43,Cartão de Crédito,3500.0,Salvador
1228,2024-02-08,Entretenimento,Despesa 1228 em entretenimento,863.43,Transferência,3500.0,Curitiba
1229,2023-11-26,Entretenimento,Despesa 1229 em entretenimento,1039.36,Transferência,3500.0,Belo Horizonte
1230,2024-07-21,Saúde,Despesa 1230 em saúde,1350.9,Transferência,3500.0,São Paulo
1231,2024-06-20,Transporte,Despesa 1231 em transporte,394.24,Dinheiro,3500.0,Salvador
1232,2024-06-27,Moradia,Despesa 1232 em moradia,1412.78,Transferência,3500.0,São Paulo
1233,2024-03-31,Saúde,Despesa 1233 em saúde,659.52,Dinheiro,3500.0,Rio de Janeiro
1234,2024-04-17,Saúde,Despesa 1234 em saúde,34.53,Cartão de Crédito,3500.0,Salvador
1235,2024-09-02,Moradia,Despesa 1235 em moradia,231.77,Transferência,3500.0,Rio de Janeiro
1236,2023-11-10,Moradia,Despesa 1236 em moradia,778.34,Transferência,3500.0,Curitiba
1237,2024-06-23,Entretenimento,Despesa 1237 em entretenimento,1477.68,Dinheiro,3500.0,São Paulo
1238,2024-05-10,Saúde,Despesa 1238 em saúde,345.32,Transferência,3500.0,Belo Horizonte
1239,2024-05-02,Moradia,Despesa 1239 em moradia,49.59,Dinheiro,3500.0,Salvador
1240,2024-05-21,Saúde,Despesa 1240 em saúde,708.08,Dinheiro,3500.0,Belo Horizonte
1241,2024-09-30,Entretenimento,Despesa 1241 em entretenimento,970.13,Dinheiro,3500.0,Rio de Janeiro
1242,2024-02-14,Entretenimento,Despesa 1242 em entretenimento,1405.35,Cartão de Crédito,3500.0,São Paulo
1243,2024-03-26,Entretenimento,Despesa 1243 em entretenimento,163.36,Transferência,3500.0,Salvador
1244,2024-03-29,Saúde,Despesa 1244 em saúde,384.51,Dinheiro,3500.0,São Paulo
1245,2024-01-17,Moradia,Despesa 1245 em moradia,487.82,Transferência,3500.0,Belo Horizonte
1246,2024-07-21,Entretenimento,Despesa 1246 em entretenimento,959.36,Transferência,3500.0,Belo Horizonte
1247,2023-12-18,Entretenimento,Despesa 1247 em entretenimento,745.95,Cartão de Crédito,3500.0,Curitiba
1248,2024-05-03,Transporte,Despesa 1248 em transporte,247.64,Dinheiro,3500.0,Curitiba
1249,2024-07-14,Saúde,Despesa 1249 em saúde,1268.22,Dinheiro,3500.0,Salvador
1250,2023-12-03,Moradia,Despesa 1250 em moradia,1314.51,Transferência,3500.0,Belo Horizonte
1251,2024-02-16,Alimentação,Despesa 1251 em alimentação,910.9,Dinheiro,3500.0,Belo Horizonte
1252,2023-12-31,Transporte,Despesa 1252 em transporte,17.96,Transferência,3500.0,Curitiba
1253,2024-05-07,Saúde,Despesa 1253 em saúde,1391.45,Cartão de Crédito,3500.0,Salvador
1254,2023-11-19,Alimentação,Despesa 1254 em alimentação,1460.16,Cartão de Crédito,3500.0,Rio de Janeiro
1255,2024-06-24,Entretenimento,Despesa 1255 em entretenimento,172.74,Dinheiro,3500.0,Belo Horizonte
1256,2023-11-20,Alimentação,Despesa 1256 em alimentação,357.89,Cartão de Crédito,3500.0,Belo Horizonte
1257,2024-02-14,Alimentação,Despesa 1257 em alimentação,438.18,Cartão de Crédito,3500.0,Salvador
1258,2024-02-04,Saúde,Despesa 1258 em saúde,1471.9,Cartão de Crédito,3500.0,Salvador
1259,2024-06-29,Transporte,Despesa 1259 em transporte,684.21,Cartão de Crédito,3500.0,Curitiba
1260,2024-02-27,Saúde,Despesa 1260 em saúde,180.28,Dinheiro,3500.0,São Paulo
1261,2024-02-16,Transporte,Despesa 1261 em transporte,832.04,Cartão de Crédito,3500.0,São Paulo
1262,2024-09-18,Alimentação,Despesa 1262 em alimentação,840.76,Dinheiro,3500.0,Rio de Janeiro
1263,2024-03-05,Moradia,Despesa 1263 em moradia,605.16,Transferência,3500.0,Curitiba
1264,2024-10-16,Alimentação,Despesa 1264 em alimentação,920.58,Cartão de Crédito,3500.0,Curitiba
1265,2023-11-24,Transporte,Despesa 1265 em transporte,81.67,Dinheiro,3500.0,Salvador
1266,2024-04-30,Transporte,Despesa 1266 em transporte,498.94,Dinheiro,3500.0,Curitiba
1267,2024-08-17,Saúde,Despesa 1267 em saúde,42.9,Transferência,3500.0,Salvador
1268,2024-01-11,Alimentação,Despesa 1268 em alimentação,433.21,Cartão de Crédito,3500.0,Salvador
1269,2024-07-22,Moradia,Despesa 1269 em moradia,143.38,Transferência,3500.0,Belo Horizonte
1270,2024-03-13,Transporte,Despesa 1270 em transporte,549.59,Transferência,3500.0,Rio de Janeiro
1271,2024-04-02,Saúde,Despesa 1271 em saúde,1468.22,Cartão de Crédito,3500.0,São Paulo
1272,2023-12-16,Transporte,Despesa 1272 em transporte,1419.29,Transferência,3500.0,Curitiba
1273,2024-04-08,Alimentação,Despesa 1273 em alimentação,158.2,Dinheiro,3500.0,Curitiba
1274,2024-09-02,Entretenimento,Despesa 1274 em entretenimento,474.94,Cartão de Crédito,3500.0,São Paulo
1275,2024-04-18,Entretenimento,Despesa 1275 em entretenimento,805.98,Transferência,3500.0,Curitiba
1276,2024-10-14,Entretenimento,Despesa 1276 em entretenimento,12.89,Transferência,3500.0,Rio de Janeiro
1277,2023-11-09,Alimentação,Despesa 1277 em alimentação,1408.74,Dinheiro,3500.0,São Paulo
1278,2024-10-12,Entretenimento,Despesa 1278 em entretenimento,1399.18,Dinheiro,3500.0,São Paulo
1279,2024-03-02,Transporte,Despesa 1279 em transporte,319.61,Cartão de Crédito,3500.0,Belo Horizonte
